         7x7E                     (7x7E.dat)                                   09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        54.0        0.81      0.7791      0.0922      0.0965       0.130       0.822       0.705                                                                          
        56.8        0.86      0.7888      0.0838      0.0911       0.123       0.777       0.641                                                                          
        59.7        0.90      0.7954      0.0753      0.0852       0.115       0.726       0.576                                                                          
        62.5        0.94      0.7986      0.0665      0.0786       0.106       0.669       0.509                                                                          
        65.4        0.99      0.7970      0.0575      0.0712       0.096       0.606       0.440                                                                          
        68.2        1.03      0.7907      0.0484      0.0629       0.085       0.536       0.370                                                                          
        71.1        1.07      0.7769      0.0391      0.0539       0.073       0.459       0.299                                                                          
        73.9        1.11      0.7508      0.0296      0.0440       0.059       0.375       0.226                                                                          
        76.7        1.16      0.6933      0.0199      0.0333       0.045       0.284       0.153                                                                          
        79.6        1.20      0.5487      0.0101      0.0220       0.030       0.188       0.077                                                                          
        82.4        1.24      0.0034      0.0000      0.0109       0.015       0.093       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1297      0.0782       0.141       0.806       1.201                                                                          
         3.1        0.04      0.0695      0.1298      0.0802       0.144       0.827       1.201                                                                          
         6.3        0.09      0.1353      0.1299      0.0825       0.148       0.850       1.202                                                                          
         9.4        0.13      0.1976      0.1301      0.0848       0.153       0.874       1.204                                                                          
        12.5        0.17      0.2563      0.1301      0.0872       0.157       0.899       1.204                                                                          
        15.7        0.21      0.3117      0.1302      0.0897       0.161       0.925       1.205                                                                          
        18.8        0.26      0.3638      0.1303      0.0923       0.166       0.951       1.206                                                                          
        21.9        0.30      0.4126      0.1303      0.0949       0.171       0.979       1.206                                                                          
        25.1        0.34      0.4583      0.1302      0.0976       0.176       1.006       1.205                                                                          
        28.2        0.39      0.5009      0.1300      0.1003       0.181       1.035       1.204                                                                          
        31.3        0.43      0.5407      0.1297      0.1030       0.185       1.062       1.201                                                                          
        34.4        0.47      0.5778      0.1292      0.1056       0.190       1.089       1.196                                                                          
        37.6        0.52      0.6126      0.1283      0.1079       0.194       1.113       1.187                                                                          
        40.7        0.56      0.6453      0.1267      0.1096       0.197       1.131       1.173                                                                          
        43.8        0.60      0.6760      0.1241      0.1104       0.199       1.138       1.149                                                                          
        47.0        0.64      0.7029      0.1202      0.1102       0.198       1.136       1.112                                                                          
        50.1        0.69      0.7266      0.1150      0.1088       0.196       1.122       1.065                                                                          
        53.2        0.73      0.7483      0.1084      0.1058       0.190       1.091       1.003                                                                          
        56.4        0.77      0.7684      0.1006      0.1012       0.182       1.043       0.931                                                                          
        59.5        0.82      0.7843      0.0924      0.0961       0.173       0.991       0.855                                                                          
        62.6        0.86      0.7951      0.0840      0.0907       0.163       0.935       0.777                                                                          
        65.8        0.90      0.8030      0.0754      0.0847       0.152       0.873       0.698                                                                          
        68.9        0.94      0.8074      0.0666      0.0779       0.140       0.804       0.616                                                                          
        72.0        0.99      0.8070      0.0576      0.0705       0.127       0.727       0.533                                                                          
        75.2        1.03      0.8014      0.0484      0.0622       0.112       0.641       0.448                                                                          
        78.3        1.07      0.7879      0.0390      0.0532       0.096       0.548       0.361                                                                          
        81.4        1.12      0.7615      0.0295      0.0433       0.078       0.446       0.273                                                                          
        84.5        1.16      0.7039      0.0199      0.0328       0.059       0.338       0.184                                                                          
        87.7        1.20      0.5584      0.0101      0.0216       0.039       0.223       0.093                                                                          
        90.8        1.25      0.0035      0.0000      0.0107       0.019       0.110       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      12000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1299      0.0761       0.178       0.934       1.431                                                                          
         3.4        0.04      0.0714      0.1300      0.0782       0.183       0.960       1.432                                                                          
         6.8        0.09      0.1387      0.1301      0.0806       0.188       0.989       1.433                                                                          
        10.2        0.13      0.2021      0.1303      0.0831       0.194       1.019       1.435                                                                          
        13.7        0.17      0.2617      0.1304      0.0856       0.200       1.050       1.436                                                                          
        17.1        0.21      0.3177      0.1305      0.0882       0.206       1.082       1.437                                                                          
        20.5        0.26      0.3700      0.1305      0.0909       0.212       1.116       1.438                                                                          
        23.9        0.30      0.4189      0.1306      0.0937       0.219       1.150       1.438                                                                          
        27.3        0.34      0.4645      0.1305      0.0965       0.226       1.185       1.437                                                                          
        30.7        0.39      0.5070      0.1304      0.0994       0.232       1.220       1.436                                                                          
        34.2        0.43      0.5464      0.1301      0.1023       0.239       1.255       1.433                                                                          
        37.6        0.47      0.5831      0.1296      0.1050       0.245       1.288       1.427                                                                          
        41.0        0.52      0.6174      0.1287      0.1075       0.251       1.318       1.418                                                                          
        44.4        0.56      0.6496      0.1272      0.1093       0.255       1.342       1.401                                                                          
        47.8        0.60      0.6797      0.1246      0.1102       0.258       1.353       1.372                                                                          
        51.2        0.64      0.7063      0.1208      0.1102       0.257       1.352       1.330                                                                          
        54.7        0.69      0.7300      0.1156      0.1088       0.254       1.335       1.273                                                                          
        58.1        0.73      0.7519      0.1090      0.1058       0.247       1.298       1.200                                                                          
        61.5        0.77      0.7723      0.1011      0.1012       0.236       1.242       1.113                                                                          
        64.9        0.82      0.7887      0.0929      0.0961       0.225       1.179       1.023                                                                          
        68.3        0.86      0.8006      0.0845      0.0906       0.212       1.112       0.930                                                                          
        71.7        0.90      0.8097      0.0758      0.0845       0.197       1.037       0.835                                                                          
        75.2        0.94      0.8154      0.0670      0.0777       0.181       0.953       0.738                                                                          
        78.6        0.99      0.8165      0.0580      0.0702       0.164       0.861       0.639                                                                          
        82.0        1.03      0.8117      0.0488      0.0619       0.145       0.760       0.537                                                                          
        85.4        1.07      0.7989      0.0394      0.0529       0.124       0.649       0.433                                                                          
        88.8        1.12      0.7726      0.0298      0.0430       0.101       0.528       0.328                                                                          
        92.2        1.16      0.7152      0.0200      0.0325       0.076       0.399       0.221                                                                          
        95.7        1.20      0.5689      0.0101      0.0214       0.050       0.262       0.111                                                                          
        99.1        1.25      0.0050      0.0000      0.0104       0.024       0.128       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      13000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1302      0.0741       0.220       1.067       1.682                                                                          
         3.7        0.04      0.0732      0.1302      0.0764       0.227       1.100       1.684                                                                          
         7.4        0.09      0.1421      0.1304      0.0788       0.234       1.135       1.685                                                                          
        11.1        0.13      0.2066      0.1305      0.0814       0.242       1.172       1.687                                                                          
        14.8        0.17      0.2670      0.1306      0.0841       0.250       1.211       1.689                                                                          
        18.5        0.21      0.3235      0.1308      0.0868       0.258       1.250       1.690                                                                          
        22.2        0.26      0.3761      0.1308      0.0897       0.266       1.291       1.691                                                                          
        25.9        0.30      0.4251      0.1309      0.0926       0.275       1.333       1.691                                                                          
        29.6        0.34      0.4706      0.1308      0.0955       0.284       1.376       1.691                                                                          
        33.3        0.39      0.5127      0.1307      0.0986       0.293       1.419       1.689                                                                          
        37.0        0.43      0.5518      0.1304      0.1015       0.302       1.462       1.686                                                                          
        40.7        0.47      0.5881      0.1299      0.1044       0.310       1.504       1.680                                                                          
        44.4        0.52      0.6219      0.1291      0.1070       0.318       1.541       1.669                                                                          
        48.1        0.56      0.6535      0.1277      0.1091       0.324       1.571       1.650                                                                          
        51.8        0.60      0.6831      0.1251      0.1102       0.327       1.586       1.617                                                                          
        55.5        0.64      0.7094      0.1213      0.1102       0.327       1.586       1.568                                                                          
        59.2        0.69      0.7331      0.1161      0.1089       0.323       1.568       1.501                                                                          
        62.9        0.73      0.7552      0.1095      0.1059       0.315       1.525       1.416                                                                          
        66.6        0.77      0.7758      0.1016      0.1013       0.301       1.458       1.313                                                                          
        70.3        0.82      0.7927      0.0934      0.0962       0.286       1.385       1.207                                                                          
        74.0        0.86      0.8056      0.0849      0.0906       0.269       1.304       1.098                                                                          
        77.7        0.90      0.8159      0.0763      0.0844       0.251       1.215       0.986                                                                          
        81.4        0.95      0.8227      0.0674      0.0775       0.230       1.116       0.872                                                                          
        85.1        0.99      0.8249      0.0584      0.0699       0.208       1.007       0.754                                                                          
        88.8        1.03      0.8211      0.0491      0.0617       0.183       0.888       0.635                                                                          
        92.5        1.07      0.8092      0.0397      0.0527       0.156       0.758       0.513                                                                          
        96.3        1.12      0.7831      0.0300      0.0428       0.127       0.616       0.388                                                                          
       100.0        1.16      0.7261      0.0202      0.0323       0.096       0.465       0.261                                                                          
       103.7        1.20      0.5792      0.0102      0.0212       0.063       0.305       0.132                                                                          
       107.4        1.25      0.0040      0.0000      0.0102       0.030       0.147       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      14000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1297      0.0776       0.288       1.296       1.945                                                                          
         4.0        0.04      0.0749      0.1304      0.0747       0.277       1.248       1.955                                                                          
         8.0        0.09      0.1451      0.1306      0.0772       0.287       1.290       1.957                                                                          
        11.9        0.13      0.2106      0.1307      0.0799       0.296       1.335       1.960                                                                          
        15.9        0.17      0.2717      0.1309      0.0827       0.307       1.381       1.962                                                                          
        19.9        0.21      0.3286      0.1310      0.0855       0.317       1.429       1.964                                                                          
        23.9        0.26      0.3815      0.1311      0.0885       0.328       1.478       1.965                                                                          
        27.9        0.30      0.4305      0.1311      0.0915       0.340       1.528       1.966                                                                          
        31.9        0.34      0.4758      0.1311      0.0946       0.351       1.580       1.966                                                                          
        35.8        0.39      0.5176      0.1310      0.0978       0.363       1.633       1.964                                                                          
        39.8        0.43      0.5564      0.1308      0.1009       0.374       1.685       1.960                                                                          
        43.8        0.47      0.5923      0.1303      0.1039       0.385       1.735       1.954                                                                          
        47.8        0.52      0.6256      0.1295      0.1066       0.396       1.781       1.942                                                                          
        51.8        0.56      0.6567      0.1281      0.1089       0.404       1.818       1.921                                                                          
        55.8        0.60      0.6857      0.1257      0.1101       0.409       1.839       1.884                                                                          
        59.7        0.64      0.7117      0.1219      0.1103       0.409       1.842       1.828                                                                          
        63.7        0.69      0.7355      0.1169      0.1091       0.405       1.822       1.752                                                                          
        67.7        0.73      0.7577      0.1103      0.1062       0.394       1.774       1.653                                                                          
        71.7        0.77      0.7785      0.1024      0.1016       0.377       1.697       1.535                                                                          
        75.7        0.82      0.7960      0.0941      0.0964       0.358       1.611       1.411                                                                          
        79.7        0.86      0.8098      0.0857      0.0908       0.337       1.516       1.284                                                                          
        83.6        0.90      0.8212      0.0770      0.0845       0.314       1.411       1.154                                                                          
        87.6        0.94      0.8293      0.0681      0.0776       0.288       1.296       1.021                                                                          
        91.6        0.99      0.8327      0.0590      0.0700       0.260       1.169       0.885                                                                          
        95.6        1.03      0.8300      0.0497      0.0617       0.229       1.031       0.746                                                                          
        99.6        1.07      0.8193      0.0402      0.0527       0.196       0.880       0.603                                                                          
       103.6        1.12      0.7940      0.0305      0.0429       0.159       0.716       0.457                                                                          
       107.5        1.16      0.7375      0.0205      0.0323       0.120       0.539       0.308                                                                          
       111.5        1.20      0.5917      0.0104      0.0211       0.078       0.352       0.156                                                                          
       115.5        1.24      0.0051      0.0000      0.0100       0.037       0.167       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      15000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1273      0.1001       0.457       1.919       2.190                                                                          
         4.3        0.04      0.0767      0.1306      0.0731       0.333       1.401       2.248                                                                          
         8.5        0.09      0.1483      0.1308      0.0757       0.345       1.451       2.250                                                                          
        12.8        0.13      0.2149      0.1309      0.0784       0.358       1.504       2.253                                                                          
        17.1        0.17      0.2768      0.1311      0.0813       0.371       1.559       2.256                                                                          
        21.3        0.21      0.3340      0.1312      0.0843       0.385       1.617       2.258                                                                          
        25.6        0.26      0.3871      0.1313      0.0874       0.399       1.676       2.260                                                                          
        29.9        0.30      0.4360      0.1314      0.0905       0.413       1.736       2.261                                                                          
        34.1        0.34      0.4812      0.1314      0.0938       0.428       1.798       2.262                                                                          
        38.4        0.39      0.5229      0.1313      0.0970       0.443       1.860       2.260                                                                          
        42.7        0.43      0.5613      0.1311      0.1003       0.458       1.923       2.257                                                                          
        47.0        0.47      0.5967      0.1307      0.1034       0.472       1.983       2.249                                                                          
        51.2        0.52      0.6295      0.1300      0.1064       0.485       2.039       2.237                                                                          
        55.5        0.56      0.6601      0.1287      0.1088       0.496       2.086       2.214                                                                          
        59.8        0.60      0.6877      0.1263      0.1103       0.503       2.116       2.173                                                                          
        64.0        0.64      0.7129      0.1225      0.1106       0.505       2.121       2.108                                                                          
        68.3        0.69      0.7365      0.1175      0.1095       0.500       2.100       2.021                                                                          
        72.6        0.73      0.7590      0.1109      0.1066       0.487       2.044       1.909                                                                          
        76.8        0.77      0.7805      0.1030      0.1019       0.465       1.955       1.772                                                                          
        81.1        0.82      0.7987      0.0947      0.0967       0.441       1.855       1.630                                                                          
        85.4        0.86      0.8130      0.0862      0.0910       0.415       1.745       1.483                                                                          
        89.6        0.90      0.8249      0.0775      0.0847       0.386       1.623       1.333                                                                          
        93.9        0.94      0.8337      0.0686      0.0777       0.354       1.489       1.180                                                                          
        98.2        0.99      0.8376      0.0594      0.0700       0.320       1.343       1.023                                                                          
       102.4        1.03      0.8355      0.0501      0.0617       0.282       1.184       0.862                                                                          
       106.7        1.07      0.8254      0.0405      0.0527       0.240       1.010       0.697                                                                          
       111.0        1.12      0.8008      0.0307      0.0428       0.195       0.821       0.529                                                                          
       115.2        1.16      0.7459      0.0207      0.0322       0.147       0.617       0.356                                                                          
       119.5        1.20      0.6030      0.0105      0.0210       0.096       0.402       0.181                                                                          
       123.8        1.24      0.0058      0.0000      0.0098       0.045       0.187       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      16000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1248      0.1228       0.680       2.680       2.444                                                                          
         4.6        0.04      0.0656      0.1293      0.0847       0.469       1.848       2.532                                                                          
         9.1        0.09      0.1282      0.1294      0.0868       0.481       1.893       2.534                                                                          
        13.7        0.13      0.1877      0.1295      0.0891       0.493       1.943       2.536                                                                          
        18.2        0.17      0.2439      0.1297      0.0915       0.507       1.996       2.540                                                                          
        22.8        0.22      0.2969      0.1298      0.0940       0.521       2.051       2.542                                                                          
        27.4        0.26      0.3472      0.1300      0.0966       0.535       2.107       2.544                                                                          
        31.9        0.30      0.3943      0.1300      0.0993       0.550       2.165       2.546                                                                          
        36.5        0.34      0.4389      0.1301      0.1020       0.565       2.224       2.546                                                                          
        41.1        0.39      0.4811      0.1300      0.1046       0.579       2.282       2.546                                                                          
        45.6        0.43      0.5214      0.1299      0.1072       0.593       2.337       2.543                                                                          
        50.2        0.47      0.5600      0.1296      0.1095       0.606       2.388       2.538                                                                          
        54.7        0.52      0.5976      0.1291      0.1115       0.617       2.431       2.527                                                                          
        59.3        0.56      0.6344      0.1280      0.1129       0.625       2.462       2.507                                                                          
        63.9        0.60      0.6701      0.1260      0.1132       0.627       2.470       2.468                                                                          
        68.4        0.65      0.7011      0.1225      0.1128       0.624       2.460       2.399                                                                          
        73.0        0.69      0.7290      0.1176      0.1110       0.615       2.422       2.303                                                                          
        77.5        0.73      0.7552      0.1112      0.1076       0.596       2.348       2.177                                                                          
        82.1        0.77      0.7807      0.1033      0.1025       0.567       2.235       2.023                                                                          
        86.7        0.82      0.8005      0.0950      0.0970       0.537       2.116       1.861                                                                          
        91.2        0.86      0.8152      0.0864      0.0912       0.505       1.990       1.692                                                                          
        95.8        0.90      0.8276      0.0777      0.0848       0.469       1.849       1.521                                                                          
       100.4        0.95      0.8368      0.0687      0.0776       0.430       1.694       1.344                                                                          
       104.9        0.99      0.8412      0.0594      0.0699       0.387       1.525       1.164                                                                          
       109.5        1.03      0.8398      0.0500      0.0615       0.341       1.341       0.980                                                                          
       114.0        1.08      0.8302      0.0404      0.0524       0.290       1.142       0.792                                                                          
       118.6        1.12      0.8057      0.0305      0.0423       0.235       0.924       0.597                                                                          
       123.2        1.16      0.7511      0.0205      0.0317       0.176       0.692       0.402                                                                          
       127.7        1.20      0.6077      0.0105      0.0207       0.115       0.452       0.205                                                                          
       132.3        1.25      0.0038      0.0000      0.0097       0.053       0.211       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      17000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1225      0.1457       0.968       3.588       2.707                                                                          
         4.8        0.04      0.0516      0.1269      0.1058       0.703       2.606       2.806                                                                          
         9.7        0.09      0.1024      0.1270      0.1066       0.708       2.625       2.808                                                                          
        14.5        0.13      0.1524      0.1272      0.1075       0.714       2.648       2.811                                                                          
        19.4        0.17      0.2015      0.1273      0.1086       0.721       2.675       2.815                                                                          
        24.2        0.21      0.2497      0.1276      0.1098       0.729       2.703       2.820                                                                          
        29.1        0.26      0.2969      0.1278      0.1109       0.737       2.732       2.824                                                                          
        33.9        0.30      0.3430      0.1279      0.1122       0.745       2.763       2.828                                                                          
        38.7        0.34      0.3883      0.1281      0.1134       0.753       2.793       2.831                                                                          
        43.6        0.39      0.4329      0.1282      0.1146       0.761       2.822       2.835                                                                          
        48.4        0.43      0.4770      0.1283      0.1156       0.768       2.847       2.837                                                                          
        53.3        0.47      0.5207      0.1283      0.1165       0.774       2.868       2.836                                                                          
        58.1        0.52      0.5645      0.1281      0.1170       0.777       2.881       2.831                                                                          
        63.0        0.56      0.6086      0.1274      0.1170       0.777       2.881       2.817                                                                          
        67.8        0.60      0.6515      0.1259      0.1162       0.772       2.862       2.782                                                                          
        72.6        0.64      0.6876      0.1227      0.1151       0.764       2.834       2.713                                                                          
        77.5        0.69      0.7196      0.1181      0.1129       0.750       2.779       2.611                                                                          
        82.3        0.73      0.7497      0.1119      0.1090       0.724       2.684       2.472                                                                          
        87.2        0.77      0.7795      0.1041      0.1033       0.686       2.545       2.302                                                                          
        92.0        0.82      0.8013      0.0959      0.0977       0.649       2.406       2.119                                                                          
        96.9        0.86      0.8165      0.0873      0.0918       0.610       2.262       1.929                                                                          
       101.7        0.90      0.8294      0.0784      0.0853       0.567       2.101       1.733                                                                          
       106.5        0.95      0.8392      0.0694      0.0782       0.519       1.925       1.534                                                                          
       111.4        0.99      0.8445      0.0601      0.0704       0.467       1.733       1.329                                                                          
       116.2        1.03      0.8441      0.0507      0.0619       0.411       1.525       1.120                                                                          
       121.1        1.07      0.8356      0.0410      0.0527       0.350       1.298       0.906                                                                          
       125.9        1.12      0.8129      0.0310      0.0427       0.283       1.050       0.686                                                                          
       130.7        1.16      0.7613      0.0210      0.0320       0.213       0.789       0.465                                                                          
       135.6        1.20      0.6169      0.0106      0.0206       0.137       0.507       0.233                                                                          
       140.4        1.25      0.0067      0.0001      0.0095       0.063       0.233       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      18000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1201      0.1686       1.329       4.655       2.977                                                                          
         5.1        0.04      0.0423      0.1247      0.1267       0.999       3.497       3.089                                                                          
        10.3        0.09      0.0849      0.1247      0.1262       0.995       3.485       3.091                                                                          
        15.4        0.13      0.1278      0.1248      0.1259       0.993       3.476       3.094                                                                          
        20.5        0.17      0.1711      0.1250      0.1257       0.991       3.469       3.099                                                                          
        25.6        0.21      0.2147      0.1253      0.1254       0.989       3.462       3.106                                                                          
        30.8        0.26      0.2586      0.1256      0.1253       0.988       3.458       3.113                                                                          
        35.9        0.30      0.3028      0.1259      0.1251       0.986       3.454       3.120                                                                          
        41.0        0.34      0.3474      0.1262      0.1249       0.985       3.449       3.128                                                                          
        46.1        0.39      0.3925      0.1265      0.1247       0.983       3.442       3.136                                                                          
        51.3        0.43      0.4384      0.1268      0.1243       0.980       3.432       3.143                                                                          
        56.4        0.47      0.4854      0.1270      0.1237       0.975       3.415       3.148                                                                          
        61.5        0.52      0.5340      0.1271      0.1227       0.968       3.389       3.149                                                                          
        66.7        0.56      0.5840      0.1268      0.1213       0.957       3.350       3.143                                                                          
        71.8        0.60      0.6329      0.1257      0.1195       0.942       3.300       3.115                                                                          
        76.9        0.64      0.6735      0.1229      0.1177       0.928       3.248       3.046                                                                          
        82.0        0.69      0.7097      0.1185      0.1149       0.906       3.171       2.938                                                                          
        87.2        0.73      0.7441      0.1125      0.1104       0.871       3.049       2.787                                                                          
        92.3        0.77      0.7786      0.1049      0.1042       0.822       2.877       2.599                                                                          
        97.4        0.82      0.8021      0.0966      0.0984       0.776       2.716       2.395                                                                          
       102.6        0.86      0.8177      0.0880      0.0924       0.729       2.552       2.180                                                                          
       107.7        0.90      0.8311      0.0791      0.0859       0.677       2.371       1.960                                                                          
       112.8        0.95      0.8416      0.0700      0.0786       0.620       2.170       1.734                                                                          
       117.9        0.99      0.8476      0.0607      0.0707       0.558       1.953       1.503                                                                          
       123.1        1.03      0.8480      0.0511      0.0622       0.490       1.717       1.267                                                                          
       128.2        1.07      0.8405      0.0414      0.0529       0.417       1.460       1.025                                                                          
       133.3        1.12      0.8191      0.0314      0.0428       0.337       1.182       0.777                                                                          
       138.4        1.16      0.7682      0.0211      0.0319       0.252       0.882       0.524                                                                          
       143.6        1.20      0.6265      0.0107      0.0205       0.162       0.567       0.265                                                                          
       148.7        1.25      0.0064      0.0000      0.0093       0.074       0.258       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      19000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1178      0.1924       1.784       5.918       3.252                                                                          
         5.4        0.04      0.0356      0.1224      0.1479       1.371       4.549       3.379                                                                          
        10.8        0.09      0.0720      0.1224      0.1463       1.356       4.499       3.380                                                                          
        16.2        0.13      0.1092      0.1225      0.1446       1.341       4.450       3.383                                                                          
        21.7        0.17      0.1476      0.1228      0.1430       1.326       4.400       3.389                                                                          
        27.1        0.21      0.1870      0.1231      0.1415       1.312       4.352       3.398                                                                          
        32.5        0.26      0.2276      0.1235      0.1399       1.298       4.304       3.409                                                                          
        37.9        0.30      0.2694      0.1239      0.1384       1.283       4.257       3.421                                                                          
        43.3        0.34      0.3125      0.1243      0.1368       1.269       4.209       3.433                                                                          
        48.7        0.39      0.3577      0.1248      0.1350       1.252       4.153       3.447                                                                          
        54.1        0.43      0.4044      0.1253      0.1332       1.235       4.097       3.460                                                                          
        59.6        0.47      0.4538      0.1258      0.1311       1.216       4.032       3.473                                                                          
        65.0        0.52      0.5059      0.1261      0.1286       1.193       3.957       3.483                                                                          
        70.4        0.56      0.5604      0.1262      0.1259       1.167       3.872       3.486                                                                          
        75.8        0.60      0.6140      0.1256      0.1231       1.141       3.786       3.467                                                                          
        81.2        0.64      0.6589      0.1232      0.1205       1.118       3.707       3.400                                                                          
        86.6        0.69      0.6992      0.1190      0.1171       1.086       3.602       3.287                                                                          
        92.0        0.73      0.7383      0.1132      0.1120       1.039       3.445       3.124                                                                          
        97.5        0.77      0.7779      0.1057      0.1051       0.975       3.234       2.919                                                                          
       102.9        0.82      0.8029      0.0974      0.0991       0.919       3.049       2.690                                                                          
       108.3        0.86      0.8189      0.0887      0.0931       0.864       2.864       2.449                                                                          
       113.7        0.90      0.8328      0.0797      0.0864       0.802       2.659       2.202                                                                          
       119.1        0.95      0.8439      0.0706      0.0791       0.734       2.433       1.949                                                                          
       124.5        0.99      0.8506      0.0612      0.0711       0.660       2.188       1.689                                                                          
       129.9        1.03      0.8517      0.0516      0.0625       0.579       1.922       1.424                                                                          
       135.3        1.07      0.8451      0.0417      0.0530       0.492       1.632       1.152                                                                          
       140.8        1.12      0.8246      0.0316      0.0428       0.397       1.318       0.873                                                                          
       146.2        1.16      0.7749      0.0213      0.0319       0.296       0.981       0.588                                                                          
       151.6        1.20      0.6341      0.0108      0.0205       0.190       0.629       0.298                                                                          
       157.0        1.25      0.0068      0.0001      0.0092       0.086       0.284       0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      20000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1154      0.2172       2.350       7.404       3.531                                                                          
         5.7        0.04      0.0304      0.1201      0.1697       1.835       5.783       3.674                                                                          
        11.4        0.09      0.0619      0.1201      0.1668       1.804       5.685       3.675                                                                          
        17.1        0.13      0.0946      0.1202      0.1639       1.773       5.587       3.679                                                                          
        22.8        0.17      0.1287      0.1205      0.1610       1.742       5.489       3.685                                                                          
        28.5        0.21      0.1643      0.1208      0.1581       1.710       5.388       3.696                                                                          
        34.2        0.26      0.2017      0.1213      0.1552       1.678       5.289       3.711                                                                          
        39.9        0.30      0.2409      0.1218      0.1522       1.647       5.189       3.728                                                                          
        45.6        0.34      0.2823      0.1225      0.1492       1.614       5.085       3.746                                                                          
        51.3        0.39      0.3263      0.1231      0.1460       1.579       4.977       3.766                                                                          
        57.0        0.43      0.3733      0.1238      0.1426       1.542       4.860       3.788                                                                          
        62.7        0.47      0.4242      0.1245      0.1388       1.502       4.733       3.810                                                                          
        68.4        0.52      0.4792      0.1252      0.1348       1.458       4.595       3.830                                                                          
        74.1        0.56      0.5375      0.1256      0.1307       1.413       4.453       3.843                                                                          
        79.8        0.60      0.5948      0.1254      0.1269       1.373       4.326       3.836                                                                          
