         21.5x10WPN               (215x10WPN.dat)                              09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        84.6        0.42      0.7382      0.0548      0.0308      11.443      72.119      37.428                                                                          
        89.1        0.44      0.7579      0.0499      0.0288      10.678      67.299      34.063                                                                          
        93.5        0.46      0.7745      0.0447      0.0265       9.840      62.015      30.551                                                                          
        98.0        0.48      0.7868      0.0395      0.0241       8.966      56.508      26.994                                                                          
       102.5        0.50      0.7945      0.0342      0.0216       8.034      50.633      23.361                                                                          
       106.9        0.52      0.7956      0.0287      0.0190       7.037      44.353      19.639                                                                          
       111.4        0.55      0.7867      0.0233      0.0162       5.996      37.793      15.885                                                                          
       115.8        0.57      0.7599      0.0176      0.0132       4.891      30.824      12.034                                                                          
       120.3        0.59      0.6968      0.0119      0.0100       3.731      23.515       8.106                                                                          
       124.7        0.61      0.5348      0.0060      0.0068       2.536      15.981       4.077                                                                          
       129.2        0.63     -0.0135     -0.0001      0.0036       1.322       8.332      -0.052                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0921      0.0339      16.731      95.859      76.160                                                                          
         4.8        0.02      0.0574      0.0918      0.0344      17.011      97.467      75.876                                                                          
         9.7        0.04      0.1124      0.0915      0.0350      17.317      99.220      75.610                                                                          
        14.5        0.06      0.1653      0.0911      0.0356      17.591     100.790      75.306                                                                          
        19.3        0.09      0.2164      0.0907      0.0361      17.852     102.282      75.007                                                                          
        24.1        0.11      0.2655      0.0903      0.0366      18.107     103.747      74.690                                                                          
        29.0        0.13      0.3126      0.0900      0.0372      18.378     105.296      74.369                                                                          
        33.8        0.15      0.3576      0.0895      0.0378      18.656     106.889      74.018                                                                          
        38.6        0.17      0.4005      0.0891      0.0383      18.932     108.471      73.617                                                                          
        43.5        0.19      0.4417      0.0881      0.0387      19.115     109.519      72.867                                                                          
        48.3        0.22      0.4806      0.0864      0.0387      19.127     109.588      71.405                                                                          
        53.1        0.24      0.5173      0.0840      0.0385      19.004     108.884      69.412                                                                          
        57.9        0.26      0.5517      0.0813      0.0381      18.817     107.815      67.193                                                                          
        62.8        0.28      0.5840      0.0783      0.0375      18.549     106.275      64.723                                                                          
        67.6        0.30      0.6143      0.0750      0.0368      18.185     104.191      61.976                                                                          
        72.4        0.32      0.6425      0.0713      0.0358      17.708     101.458      58.917                                                                          
        77.2        0.34      0.6687      0.0674      0.0347      17.170      98.376      55.741                                                                          
        82.1        0.37      0.6933      0.0634      0.0335      16.548      94.816      52.420                                                                          
        86.9        0.39      0.7167      0.0590      0.0319      15.772      90.366      48.779                                                                          
        91.7        0.41      0.7385      0.0543      0.0301      14.877      85.239      44.913                                                                          
        96.6        0.43      0.7583      0.0494      0.0280      13.861      79.417      40.820                                                                          
       101.4        0.45      0.7745      0.0444      0.0259      12.800      73.340      36.670                                                                          
       106.2        0.47      0.7862      0.0392      0.0236      11.664      66.832      32.379                                                                          
       111.0        0.50      0.7935      0.0339      0.0212      10.469      59.980      28.052                                                                          
       115.9        0.52      0.7942      0.0286      0.0186       9.192      52.664      23.626                                                                          
       120.7        0.54      0.7826      0.0231      0.0159       7.860      45.036      19.113                                                                          
       125.5        0.56      0.7465      0.0176      0.0132       6.507      37.283      14.512                                                                          
       130.4        0.58      0.6725      0.0119      0.0103       5.099      29.214       9.865                                                                          
       135.2        0.60      0.5059      0.0061      0.0073       3.614      20.707       5.072                                                                          
       140.0        0.62      0.0681      0.0005      0.0044       2.151      12.324       0.392                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
