         20.5x10.5WPN             (205x105WPN.dat)                             11/28/16                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        87.8        0.45      0.7349      0.0590      0.0363      10.572      66.632      33.192                                                                          
        92.4        0.48      0.7542      0.0535      0.0338       9.840      62.018      30.122                                                                          
        97.0        0.50      0.7737      0.0481      0.0310       9.039      56.971      27.034                                                                          
       101.6        0.52      0.7887      0.0424      0.0282       8.206      51.720      23.879                                                                          
       106.3        0.55      0.7990      0.0367      0.0252       7.327      46.177      20.661                                                                          
       110.9        0.57      0.8023      0.0309      0.0220       6.406      40.371      17.382                                                                          
       115.5        0.59      0.7951      0.0249      0.0187       5.437      34.265      14.035                                                                          
       120.1        0.62      0.7675      0.0188      0.0152       4.422      27.870      10.596                                                                          
       124.7        0.64      0.6857      0.0126      0.0118       3.426      21.592       7.062                                                                          
       129.4        0.67      0.5259      0.0064      0.0081       2.360      14.873       3.598                                                                          
       134.0        0.69     -0.0031      0.0000      0.0046       1.326       8.355      -0.012                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1078      0.0560      21.701     124.337      73.368                                                                          
         5.0        0.02      0.0449      0.1076      0.0564      21.859     125.245      73.233                                                                          
        10.1        0.05      0.0890      0.1073      0.0568      22.014     126.132      73.067                                                                          
        15.1        0.07      0.1323      0.1071      0.0572      22.178     127.072      72.906                                                                          
        20.1        0.09      0.1746      0.1068      0.0576      22.346     128.032      72.724                                                                          
        25.2        0.12      0.2160      0.1065      0.0581      22.519     129.027      72.532                                                                          
        30.2        0.14      0.2565      0.1062      0.0585      22.692     130.017      72.317                                                                          
        35.2        0.16      0.2959      0.1059      0.0590      22.876     131.068      72.083                                                                          
        40.2        0.19      0.3341      0.1055      0.0595      23.065     132.154      71.814                                                                          
        45.3        0.21      0.3711      0.1043      0.0596      23.093     132.311      70.990                                                                          
        50.3        0.24      0.4070      0.1025      0.0593      22.991     131.730      69.762                                                                          
        55.3        0.26      0.4431      0.1001      0.0586      22.704     130.084      68.176                                                                          
        60.4        0.28      0.4796      0.0972      0.0573      22.207     127.236      66.168                                                                          
        65.4        0.31      0.5136      0.0932      0.0556      21.550     123.475      63.475                                                                          
        70.4        0.33      0.5454      0.0885      0.0535      20.755     118.920      60.276                                                                          
        75.5        0.35      0.5757      0.0837      0.0514      19.917     114.119      56.991                                                                          
        80.5        0.38      0.6044      0.0788      0.0492      19.062     109.219      53.676                                                                          
        85.5        0.40      0.6320      0.0739      0.0468      18.154     104.017      50.311                                                                          
        90.5        0.42      0.6549      0.0691      0.0448      17.350      99.409      47.055                                                                          
        95.6        0.45      0.6710      0.0643      0.0429      16.630      95.281      43.778                                                                          
       100.6        0.47      0.6821      0.0595      0.0411      15.923      91.233      40.484                                                                          
       105.6        0.49      0.6880      0.0544      0.0391      15.172      86.929      37.054                                                                          
       110.7        0.52      0.6934      0.0485      0.0363      14.066      80.590      33.047                                                                          
       115.7        0.54      0.7003      0.0423      0.0327      12.682      72.663      28.787                                                                          
       120.7        0.57      0.6941      0.0357      0.0291      11.276      64.606      24.312                                                                          
       125.8        0.59      0.6750      0.0288      0.0251       9.724      55.717      19.573                                                                          
       130.8        0.61      0.6250      0.0218      0.0214       8.288      47.487      14.853                                                                          
       135.8        0.64      0.5298      0.0147      0.0176       6.832      39.145       9.995                                                                          
       140.9        0.66      0.3558      0.0074      0.0138       5.349      30.648       5.066                                                                          
       145.9        0.68      0.0011      0.0000      0.0098       3.814      21.855       0.011                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      12000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1038      0.0587      29.536     155.126      84.124                                                                          
         5.4        0.02      0.0404      0.1033      0.0589      29.625     155.592      83.649                                                                          
        10.7        0.05      0.0800      0.1026      0.0591      29.722     156.102      83.159                                                                          
        16.1        0.07      0.1342      0.1016      0.0523      26.307     138.167      82.273                                                                          
        21.5        0.09      0.1571      0.1013      0.0594      29.883     156.947      82.070                                                                          
        26.8        0.12      0.1945      0.1006      0.0595      29.961     157.359      81.472                                                                          
        32.2        0.14      0.2547      0.0994      0.0539      27.130     142.488      80.513                                                                          
        37.6        0.16      0.2915      0.0986      0.0545      27.433     144.079      79.850                                                                          
        42.9        0.18      0.3016      0.0981      0.0599      30.164     158.426      79.498                                                                          
        48.3        0.21      0.3590      0.0969      0.0559      28.141     147.800      78.479                                                                          
        53.6        0.23      0.3684      0.0962      0.0602      30.274     159.002      77.970                                                                          
        59.0        0.25      0.4001      0.0948      0.0600      30.212     158.676      76.821                                                                          
        64.4        0.28      0.4306      0.0927      0.0595      29.945     157.277      75.112                                                                          
        69.7        0.30      0.4625      0.0900      0.0583      29.317     153.976      72.908                                                                          
        75.1        0.32      0.4939      0.0864      0.0564      28.380     149.057      69.987                                                                          
        80.5        0.35      0.5215      0.0816      0.0540      27.193     142.823      66.097                                                                          
        85.8        0.37      0.5470      0.0765      0.0515      25.933     136.204      61.977                                                                          
        91.2        0.39      0.5707      0.0714      0.0490      24.647     129.449      57.837                                                                          
        96.6        0.41      0.5921      0.0663      0.0464      23.361     122.694      53.719                                                                          
       101.9        0.44      0.6055      0.0616      0.0445      22.385     117.568      49.870                                                                          
       107.3        0.46      0.6110      0.0571      0.0430      21.643     113.670      46.221                                                                          
       112.7        0.48      0.6133      0.0518      0.0409      20.559     107.980      41.972                                                                          
       118.0        0.51      0.6187      0.0459      0.0375      18.897      99.250      37.148                                                                          
       123.4        0.53      0.6127      0.0394      0.0340      17.121      89.922      31.883                                                                          
       128.7        0.55      0.6016      0.0328      0.0301      15.171      79.678      26.583                                                                          
       134.1        0.58      0.5708      0.0262      0.0264      13.282      69.761      21.201                                                                          
       139.5        0.60      0.5421      0.0206      0.0227      11.426      60.009      16.654                                                                          
       144.8        0.62      0.4033      0.0130      0.0200      10.049      52.781      10.495                                                                          
       150.2        0.64      0.2683      0.0068      0.0163       8.189      43.012       5.486                                                                          
       155.6        0.67      0.0036      0.0001      0.0127       6.368      33.447       0.055                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
