         9.5x5MR                  (95x5MR.dat)                                 10/14/16                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        53.4        0.49      0.7548      0.0569      0.0372       0.401       2.104       2.125                                                                          
        56.2        0.52      0.7679      0.0515      0.0349       0.375       1.972       1.924                                                                          
        59.0        0.55      0.7764      0.0461      0.0324       0.349       1.831       1.721                                                                          
        61.8        0.57      0.7790      0.0405      0.0298       0.320       1.681       1.513                                                                          
        64.6        0.60      0.7747      0.0348      0.0269       0.290       1.521       1.302                                                                          
        67.4        0.62      0.7599      0.0291      0.0239       0.257       1.352       1.088                                                                          
        70.2        0.65      0.7266      0.0234      0.0209       0.225       1.181       0.873                                                                          
        73.0        0.68      0.6647      0.0176      0.0179       0.193       1.013       0.658                                                                          
        75.9        0.70      0.5558      0.0118      0.0149       0.161       0.844       0.442                                                                          
        78.7        0.73      0.3603      0.0059      0.0120       0.129       0.677       0.221                                                                          
        81.5        0.75     -0.0019      0.0000      0.0091       0.098       0.513      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      13000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1257      0.0684       0.935       4.535       5.511                                                                          
         3.1        0.03      0.0491      0.1247      0.0663       0.906       4.393       5.467                                                                          
         6.1        0.05      0.1005      0.1235      0.0641       0.877       4.251       5.415                                                                          
         9.2        0.08      0.1541      0.1221      0.0620       0.848       4.111       5.353                                                                          
        12.2        0.10      0.2096      0.1204      0.0600       0.820       3.975       5.281                                                                          
        15.3        0.13      0.2662      0.1183      0.0579       0.792       3.841       5.186                                                                          
        18.3        0.16      0.3230      0.1154      0.0559       0.765       3.706       5.059                                                                          
        21.4        0.18      0.3789      0.1119      0.0539       0.737       3.575       4.907                                                                          
        24.4        0.21      0.4290      0.1081      0.0526       0.719       3.485       4.740                                                                          
        27.5        0.23      0.4728      0.1040      0.0517       0.706       3.425       4.562                                                                          
        30.5        0.26      0.5123      0.1000      0.0509       0.696       3.374       4.383                                                                          
        33.6        0.29      0.5493      0.0958      0.0500       0.684       3.316       4.200                                                                          
        36.6        0.31      0.5843      0.0914      0.0490       0.670       3.247       4.009                                                                          
        39.7        0.34      0.6167      0.0869      0.0478       0.654       3.169       3.812                                                                          
        42.7        0.37      0.6466      0.0823      0.0465       0.636       3.082       3.610                                                                          
        45.8        0.39      0.6742      0.0775      0.0450       0.615       2.982       3.399                                                                          
        48.8        0.42      0.6996      0.0726      0.0433       0.592       2.871       3.183                                                                          
        51.9        0.44      0.7223      0.0675      0.0415       0.567       2.749       2.962                                                                          
        54.9        0.47      0.7423      0.0624      0.0395       0.540       2.616       2.735                                                                          
        58.0        0.50      0.7594      0.0571      0.0373       0.510       2.471       2.504                                                                          
        61.0        0.52      0.7729      0.0517      0.0349       0.478       2.315       2.269                                                                          
        64.1        0.55      0.7820      0.0463      0.0324       0.443       2.149       2.029                                                                          
        67.1        0.57      0.7853      0.0407      0.0297       0.407       1.972       1.785                                                                          
        70.2        0.60      0.7816      0.0350      0.0269       0.367       1.782       1.535                                                                          
        73.2        0.63      0.7674      0.0293      0.0239       0.327       1.583       1.284                                                                          
        76.3        0.65      0.7346      0.0235      0.0208       0.285       1.381       1.029                                                                          
        79.3        0.68      0.6718      0.0177      0.0178       0.244       1.182       0.775                                                                          
        82.4        0.70      0.5612      0.0118      0.0149       0.203       0.986       0.520                                                                          
        85.4        0.73      0.3628      0.0059      0.0119       0.163       0.789       0.259                                                                          
        88.5        0.76     -0.0020      0.0000      0.0090       0.123       0.597      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      14000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1269      0.0743       1.269       5.712       6.456                                                                          
         3.3        0.03      0.0461      0.1259      0.0713       1.218       5.483       6.404                                                                          
         6.6        0.05      0.0953      0.1247      0.0684       1.168       5.257       6.342                                                                          
         9.9        0.08      0.1475      0.1233      0.0655       1.118       5.035       6.269                                                                          
        13.2        0.10      0.2026      0.1216      0.0627       1.071       4.820       6.184                                                                          
        16.4        0.13      0.2600      0.1195      0.0600       1.025       4.613       6.075                                                                          
        19.7        0.16      0.3180      0.1165      0.0574       0.980       4.412       5.924                                                                          
        23.0        0.18      0.3761      0.1129      0.0549       0.937       4.219       5.742                                                                          
        26.3        0.21      0.4286      0.1090      0.0531       0.907       4.085       5.543                                                                          
        29.6        0.24      0.4730      0.1049      0.0521       0.890       4.007       5.334                                                                          
        32.9        0.26      0.5127      0.1008      0.0513       0.876       3.945       5.124                                                                          
        36.2        0.29      0.5499      0.0965      0.0504       0.861       3.875       4.907                                                                          
        39.5        0.31      0.5851      0.0921      0.0493       0.842       3.792       4.683                                                                          
        42.8        0.34      0.6178      0.0876      0.0481       0.822       3.700       4.453                                                                          
        46.0        0.37      0.6480      0.0829      0.0468       0.799       3.596       4.216                                                                          
        49.3        0.39      0.6760      0.0781      0.0452       0.773       3.478       3.970                                                                          
        52.6        0.42      0.7017      0.0731      0.0435       0.743       3.346       3.717                                                                          
        55.9        0.44      0.7249      0.0680      0.0417       0.711       3.203       3.459                                                                          
        59.2        0.47      0.7454      0.0628      0.0396       0.677       3.046       3.195                                                                          
        62.5        0.50      0.7630      0.0575      0.0374       0.639       2.876       2.925                                                                          
        65.8        0.52      0.7771      0.0521      0.0350       0.598       2.693       2.650                                                                          
        69.1        0.55      0.7869      0.0466      0.0325       0.555       2.497       2.370                                                                          
        72.4        0.57      0.7909      0.0409      0.0297       0.508       2.285       2.081                                                                          
        75.6        0.60      0.7878      0.0353      0.0269       0.459       2.067       1.794                                                                          
        78.9        0.63      0.7744      0.0297      0.0240       0.410       1.847       1.509                                                                          
        82.2        0.65      0.7433      0.0239      0.0210       0.359       1.615       1.216                                                                          
        85.5        0.68      0.6826      0.0181      0.0180       0.307       1.383       0.919                                                                          
        88.8        0.71      0.5734      0.0122      0.0150       0.255       1.150       0.619                                                                          
        92.1        0.73      0.3804      0.0062      0.0119       0.204       0.919       0.316                                                                          
        95.4        0.76     -0.0040      0.0000      0.0088       0.150       0.677      -0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      15000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1282      0.0807       1.695       7.123       7.485                                                                          
         3.5        0.03      0.0433      0.1272      0.0769       1.615       6.786       7.426                                                                          
         7.1        0.05      0.0903      0.1260      0.0730       1.533       6.442       7.354                                                                          
        10.6        0.08      0.1408      0.1246      0.0694       1.458       6.125       7.271                                                                          
        14.1        0.10      0.1953      0.1228      0.0658       1.382       5.808       7.172                                                                          
        17.6        0.13      0.2532      0.1208      0.0624       1.310       5.505       7.049                                                                          
        21.2        0.16      0.3126      0.1177      0.0591       1.242       5.218       6.874                                                                          
        24.7        0.18      0.3725      0.1141      0.0561       1.178       4.949       6.659                                                                          
        28.2        0.21      0.4280      0.1100      0.0538       1.130       4.747       6.423                                                                          
        31.8        0.24      0.4731      0.1058      0.0527       1.106       4.648       6.178                                                                          
        35.3        0.26      0.5131      0.1016      0.0518       1.088       4.573       5.934                                                                          
        38.8        0.29      0.5505      0.0973      0.0509       1.069       4.491       5.683                                                                          
        42.4        0.31      0.5858      0.0929      0.0498       1.045       4.393       5.423                                                                          
        45.9        0.34      0.6188      0.0883      0.0485       1.019       4.283       5.155                                                                          
        49.4        0.37      0.6493      0.0836      0.0471       0.990       4.161       4.880                                                                          
        52.9        0.39      0.6776      0.0787      0.0456       0.957       4.023       4.595                                                                          
        56.5        0.42      0.7037      0.0737      0.0438       0.921       3.870       4.303                                                                          
        60.0        0.44      0.7273      0.0686      0.0419       0.881       3.701       4.004                                                                          
        63.5        0.47      0.7483      0.0634      0.0399       0.837       3.518       3.699                                                                          
        67.1        0.50      0.7664      0.0580      0.0376       0.790       3.320       3.386                                                                          
        70.6        0.52      0.7811      0.0526      0.0352       0.739       3.107       3.068                                                                          
        74.1        0.55      0.7915      0.0470      0.0326       0.686       2.881       2.746                                                                          
        77.6        0.58      0.7964      0.0414      0.0299       0.629       2.643       2.419                                                                          
        81.2        0.60      0.7944      0.0357      0.0271       0.569       2.390       2.087                                                                          
        84.7        0.63      0.7819      0.0300      0.0241       0.505       2.123       1.749                                                                          
        88.2        0.65      0.7513      0.0241      0.0210       0.441       1.851       1.407                                                                          
        91.8        0.68      0.6906      0.0182      0.0179       0.376       1.578       1.060                                                                          
        95.3        0.71      0.5798      0.0122      0.0148       0.311       1.307       0.710                                                                          
        98.8        0.73      0.3796      0.0061      0.0118       0.248       1.041       0.357                                                                          
       102.4        0.76     -0.0033      0.0000      0.0088       0.186       0.781      -0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      16000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1295      0.0876       2.235       8.802       8.601                                                                          
         3.8        0.03      0.0405      0.1286      0.0831       2.119       8.345       8.539                                                                          
         7.5        0.05      0.0850      0.1274      0.0784       2.000       7.877       8.460                                                                          
        11.3        0.08      0.1339      0.1259      0.0738       1.881       7.410       8.361                                                                          
        15.1        0.10      0.1874      0.1242      0.0694       1.769       6.968       8.249                                                                          
        18.8        0.13      0.2453      0.1222      0.0652       1.661       6.543       8.114                                                                          
        22.6        0.16      0.3057      0.1192      0.0612       1.561       6.150       7.920                                                                          
        26.4        0.18      0.3672      0.1154      0.0576       1.468       5.784       7.667                                                                          
        30.1        0.21      0.4266      0.1113      0.0546       1.392       5.484       7.391                                                                          
        33.9        0.24      0.4723      0.1070      0.0534       1.360       5.358       7.107                                                                          
        37.7        0.26      0.5127      0.1027      0.0524       1.337       5.267       6.824                                                                          
        41.4        0.29      0.5501      0.0984      0.0515       1.313       5.171       6.536                                                                          
        45.2        0.31      0.5857      0.0939      0.0503       1.283       5.055       6.236                                                                          
        49.0        0.34      0.6189      0.0892      0.0491       1.251       4.927       5.928                                                                          
        52.7        0.37      0.6497      0.0845      0.0476       1.214       4.783       5.611                                                                          
        56.5        0.39      0.6783      0.0796      0.0460       1.174       4.623       5.284                                                                          
        60.3        0.42      0.7047      0.0745      0.0443       1.129       4.446       4.950                                                                          
        64.0        0.44      0.7289      0.0693      0.0423       1.079       4.249       4.605                                                                          
        67.8        0.47      0.7504      0.0640      0.0402       1.025       4.036       4.253                                                                          
        71.6        0.50      0.7692      0.0586      0.0379       0.966       3.806       3.894                                                                          
        75.3        0.52      0.7846      0.0531      0.0354       0.904       3.560       3.529                                                                          
        79.1        0.55      0.7957      0.0476      0.0329       0.839       3.304       3.164                                                                          
        82.9        0.58      0.8016      0.0420      0.0302       0.769       3.031       2.791                                                                          
        86.6        0.60      0.8006      0.0363      0.0273       0.696       2.740       2.411                                                                          
        90.4        0.63      0.7894      0.0304      0.0242       0.617       2.430       2.020                                                                          
        94.2        0.65      0.7612      0.0245      0.0211       0.538       2.118       1.630                                                                          
        97.9        0.68      0.7009      0.0185      0.0180       0.458       1.806       1.230                                                                          
       101.7        0.71      0.5894      0.0125      0.0150       0.381       1.502       0.829                                                                          
       105.5        0.73      0.3893      0.0062      0.0117       0.298       1.175       0.413                                                                          
       109.2        0.76     -0.0077     -0.0001      0.0086       0.220       0.867      -0.006                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      17000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1309      0.0962       2.942      10.906       9.817                                                                          
         4.0        0.03      0.0374      0.1300      0.0906       2.770      10.269       9.750                                                                          
         8.0        0.05      0.0790      0.1289      0.0850       2.598       9.633       9.665                                                                          
        11.9        0.08      0.1254      0.1275      0.0794       2.428       9.003       9.559                                                                          
        15.9        0.10      0.1770      0.1258      0.0740       2.263       8.389       9.432                                                                          
        19.9        0.13      0.2342      0.1238      0.0688       2.104       7.800       9.281                                                                          
        23.9        0.16      0.2954      0.1211      0.0640       1.958       7.258       9.080                                                                          
        27.9        0.18      0.3578      0.1173      0.0597       1.826       6.771       8.792                                                                          
        31.9        0.21      0.4214      0.1129      0.0558       1.707       6.328       8.469                                                                          
        35.8        0.23      0.4689      0.1086      0.0543       1.659       6.151       8.142                                                                          
        39.8        0.26      0.5096      0.1043      0.0533       1.629       6.041       7.820                                                                          
        43.8        0.29      0.5471      0.0999      0.0523       1.599       5.928       7.491                                                                          
        47.8        0.31      0.5827      0.0954      0.0511       1.564       5.797       7.152                                                                          
        51.8        0.34      0.6162      0.0907      0.0498       1.524       5.649       6.802                                                                          
        55.7        0.36      0.6473      0.0859      0.0484       1.480       5.485       6.443                                                                          
        59.7        0.39      0.6762      0.0810      0.0468       1.430       5.301       6.072                                                                          
        63.7        0.42      0.7031      0.0759      0.0450       1.375       5.098       5.692                                                                          
        67.7        0.44      0.7277      0.0707      0.0430       1.315       4.876       5.303                                                                          
        71.7        0.47      0.7498      0.0655      0.0409       1.251       4.639       4.910                                                                          
        75.6        0.49      0.7694      0.0601      0.0386       1.181       4.378       4.504                                                                          
        79.6        0.52      0.7858      0.0546      0.0362       1.106       4.101       4.094                                                                          
        83.6        0.55      0.7984      0.0490      0.0335       1.026       3.803       3.673                                                                          
        87.6        0.57      0.8059      0.0433      0.0307       0.940       3.486       3.244                                                                          
        91.6        0.60      0.8069      0.0375      0.0278       0.850       3.152       2.809                                                                          
        95.6        0.62      0.7986      0.0315      0.0247       0.754       2.797       2.365                                                                          
        99.5        0.65      0.7735      0.0254      0.0214       0.654       2.425       1.906                                                                          
       103.5        0.68      0.7204      0.0193      0.0181       0.555       2.057       1.448                                                                          
       107.5        0.70      0.6153      0.0129      0.0147       0.451       1.671       0.968                                                                          
       111.5        0.73      0.4124      0.0065      0.0114       0.349       1.295       0.485                                                                          
       115.5        0.75     -0.0030      0.0000      0.0082       0.250       0.926      -0.002                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      18000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1324      0.1061       3.853      13.491      11.132                                                                          
         4.2        0.03      0.0346      0.1316      0.0995       3.611      12.645      11.064                                                                          
         8.5        0.05      0.0737      0.1306      0.0927       3.365      11.783      10.976                                                                          
        12.7        0.08      0.1180      0.1292      0.0860       3.120      10.926      10.865                                                                          
        16.9        0.10      0.1682      0.1276      0.0794       2.881      10.089      10.725                                                                          
        21.2        0.13      0.2249      0.1255      0.0730       2.651       9.281      10.554                                                                          
        25.4        0.16      0.2877      0.1231      0.0671       2.437       8.531      10.345                                                                          
        29.6        0.18      0.3515      0.1191      0.0620       2.252       7.885      10.012                                                                          
        33.9        0.21      0.4173      0.1146      0.0575       2.086       7.305       9.635                                                                          
        38.1        0.24      0.4685      0.1101      0.0553       2.008       7.029       9.253                                                                          
        42.4        0.26      0.5096      0.1057      0.0542       1.969       6.895       8.883                                                                          
        46.6        0.29      0.5474      0.1012      0.0532       1.931       6.760       8.505                                                                          
        50.8        0.31      0.5832      0.0965      0.0520       1.886       6.604       8.116                                                                          
        55.1        0.34      0.6168      0.0918      0.0506       1.837       6.431       7.716                                                                          
        59.3        0.37      0.6482      0.0869      0.0491       1.782       6.240       7.305                                                                          
        63.5        0.39      0.6774      0.0819      0.0474       1.721       6.028       6.882                                                                          
        67.8        0.42      0.7044      0.0767      0.0456       1.655       5.793       6.449                                                                          
        72.0        0.44      0.7292      0.0714      0.0436       1.581       5.537       6.005                                                                          
        76.2        0.47      0.7517      0.0660      0.0414       1.502       5.258       5.552                                                                          
        80.5        0.50      0.7715      0.0605      0.0390       1.416       4.957       5.089                                                                          
        84.7        0.52      0.7881      0.0550      0.0365       1.324       4.637       4.620                                                                          
        88.9        0.55      0.8007      0.0493      0.0338       1.228       4.298       4.144                                                                          
        93.2        0.58      0.8079      0.0435      0.0310       1.125       3.940       3.659                                                                          
        97.4        0.60      0.8089      0.0377      0.0281       1.019       3.567       3.171                                                                          
       101.7        0.63      0.7998      0.0317      0.0249       0.904       3.166       2.668                                                                          
       105.9        0.65      0.7719      0.0257      0.0218       0.790       2.765       2.159                                                                          
       110.1        0.68      0.7083      0.0194      0.0186       0.676       2.366       1.630                                                                          
       114.4        0.71      0.5883      0.0137      0.0165       0.598       2.095       1.154                                                                          
       118.6        0.73      0.3913      0.0069      0.0130       0.471       1.649       0.583                                                                          
       122.8        0.76      0.0414      0.0006      0.0105       0.383       1.341       0.048                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      19000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1327      0.1069       4.563      15.137      12.429                                                                          
         4.5        0.03      0.0344      0.1321      0.1006       4.296      14.250      12.373                                                                          
         8.9        0.05      0.0730      0.1314      0.0942       4.023      13.344      12.303                                                                          
        13.4        0.08      0.1165      0.1304      0.0878       3.750      12.440      12.212                                                                          
        17.9        0.10      0.1656      0.1290      0.0816       3.482      11.550      12.088                                                                          
        22.4        0.13      0.2211      0.1272      0.0753       3.215      10.664      11.919                                                                          
        26.8        0.16      0.2828      0.1250      0.0694       2.964       9.830      11.710                                                                          
        31.3        0.18      0.3462      0.1214      0.0642       2.742       9.095      11.369                                                                          
        35.8        0.21      0.4100      0.1168      0.0597       2.548       8.451      10.945                                                                          
        40.3        0.24      0.4650      0.1121      0.0568       2.425       8.044      10.503                                                                          
        44.7        0.26      0.5063      0.1076      0.0556       2.375       7.877      10.079                                                                          
        49.2        0.29      0.5445      0.1030      0.0544       2.324       7.710       9.646                                                                          
        53.7        0.31      0.5807      0.0982      0.0531       2.268       7.522       9.199                                                                          
        58.2        0.34      0.6146      0.0934      0.0517       2.207       7.321       8.746                                                                          
        62.6        0.37      0.6461      0.0884      0.0501       2.140       7.099       8.280                                                                          
        67.1        0.39      0.6755      0.0833      0.0484       2.067       6.856       7.802                                                                          
        71.6        0.42      0.7027      0.0780      0.0465       1.985       6.583       7.307                                                                          
        76.0        0.44      0.7277      0.0727      0.0444       1.898       6.294       6.809                                                                          
        80.5        0.47      0.7503      0.0672      0.0422       1.802       5.977       6.297                                                                          
        85.0        0.50      0.7703      0.0617      0.0398       1.700       5.641       5.780                                                                          
        89.5        0.52      0.7875      0.0560      0.0372       1.590       5.274       5.248                                                                          
        93.9        0.55      0.7997      0.0503      0.0346       1.476       4.895       4.711                                                                          
        98.4        0.58      0.8063      0.0445      0.0318       1.356       4.498       4.166                                                                          
       102.9        0.60      0.8058      0.0385      0.0288       1.229       4.077       3.610                                                                          
       107.4        0.63      0.7950      0.0325      0.0257       1.095       3.634       3.042                                                                          
       111.8        0.65      0.7566      0.0264      0.0229       0.976       3.237       2.476                                                                          
       116.3        0.68      0.6953      0.0197      0.0192       0.822       2.726       1.843                                                                          
       120.8        0.71      0.5702      0.0130      0.0162       0.690       2.290       1.222                                                                          
       125.3        0.73      0.3517      0.0064      0.0133       0.568       1.885       0.598                                                                          
       129.7        0.76     -0.0039     -0.0001      0.0106       0.452       1.498      -0.005                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      20000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1335      0.1207       6.009      18.936      13.850                                                                          
         4.7        0.03      0.0305      0.1330      0.1134       5.645      17.789      13.800                                                                          
         9.4        0.05      0.0653      0.1325      0.1057       5.262      16.583      13.751                                                                          
        14.1        0.08      0.1050      0.1318      0.0980       4.881      15.380      13.677                                                                          
        18.7        0.10      0.1511      0.1311      0.0904       4.501      14.183      13.611                                                                          
        23.4        0.13      0.2051      0.1303      0.0827       4.117      12.975      13.521                                                                          
        28.1        0.16      0.2660      0.1286      0.0755       3.759      11.847      13.345                                                                          
        32.8        0.18      0.3299      0.1254      0.0693       3.449      10.870      13.015                                                                          
        37.5        0.21      0.3958      0.1207      0.0635       3.162       9.964      12.525                                                                          
        42.2        0.23      0.4559      0.1156      0.0594       2.957       9.319      11.995                                                                          
        46.8        0.26      0.4984      0.1107      0.0578       2.878       9.070      11.486                                                                          
        51.5        0.29      0.5379      0.1056      0.0562       2.800       8.824      10.965                                                                          
        56.2        0.31      0.5743      0.1008      0.0548       2.730       8.602      10.461                                                                          
        60.9        0.34      0.6084      0.0959      0.0533       2.656       8.370       9.952                                                                          
        65.6        0.36      0.6402      0.0908      0.0517       2.575       8.115       9.428                                                                          
        70.3        0.39      0.6697      0.0857      0.0500       2.488       7.839       8.893                                                                          
        74.9        0.42      0.6971      0.0804      0.0480       2.392       7.538       8.345                                                                          
        79.6        0.44      0.7224      0.0750      0.0459       2.287       7.206       7.781                                                                          
        84.3        0.47      0.7455      0.0694      0.0436       2.173       6.847       7.206                                                                          
        89.0        0.49      0.7661      0.0637      0.0412       2.049       6.458       6.616                                                                          
        93.7        0.52      0.7824      0.0581      0.0386       1.924       6.062       6.026                                                                          
        98.4        0.55      0.7941      0.0523      0.0360       1.793       5.651       5.429                                                                          
       103.0        0.57      0.8004      0.0464      0.0332       1.655       5.215       4.821                                                                          
       107.7        0.60      0.8002      0.0406      0.0303       1.511       4.762       4.210                                                                          
       112.4        0.62      0.7885      0.0344      0.0272       1.356       4.273       3.567                                                                          
       117.1        0.65      0.7474      0.0279      0.0243       1.208       3.808       2.892                                                                          
       121.8        0.68      0.6704      0.0213      0.0215       1.072       3.379       2.214                                                                          
       126.5        0.70      0.5559      0.0144      0.0182       0.904       2.849       1.490                                                                          
       131.1        0.73      0.3560      0.0071      0.0145       0.722       2.275       0.735                                                                          
       135.8        0.75     -0.0038     -0.0001      0.0116       0.578       1.821      -0.006                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      21000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1342      0.1426       8.223      24.678      15.358                                                                          
         4.9        0.03      0.0260      0.1338      0.1342       7.737      23.219      15.309                                                                          
         9.8        0.05      0.0550      0.1333      0.1263       7.281      21.852      15.257                                                                          
        14.8        0.08      0.0924      0.1324      0.1121       6.461      19.390      15.155                                                                          
        19.7        0.10      0.1294      0.1320      0.1062       6.125      18.382      15.101                                                                          
        24.6        0.13      0.1737      0.1313      0.0985       5.675      17.033      15.025                                                                          
        29.5        0.16      0.2222      0.1307      0.0919       5.299      15.905      14.951                                                                          
        34.5        0.18      0.2818      0.1296      0.0839       4.835      14.511      14.829                                                                          
        39.4        0.21      0.3475      0.1260      0.0756       4.358      13.078      14.422                                                                          
        44.3        0.23      0.4260      0.1210      0.0666       3.838      11.520      13.845                                                                          
        49.2        0.26      0.4803      0.1158      0.0628       3.619      10.862      13.246                                                                          
        54.1        0.29      0.5202      0.1108      0.0610       3.518      10.558      12.675                                                                          
        59.1        0.31      0.5564      0.1056      0.0593       3.420      10.264      12.082                                                                          
        64.0        0.34      0.5920      0.1002      0.0573       3.305       9.918      11.466                                                                          
        68.9        0.36      0.6257      0.0948      0.0552       3.184       9.557      10.844                                                                          
        73.8        0.39      0.6576      0.0890      0.0529       3.049       9.152      10.186                                                                          
        78.7        0.42      0.6879      0.0832      0.0504       2.908       8.727       9.526                                                                          
        83.7        0.44      0.7159      0.0773      0.0478       2.756       8.273       8.844                                                                          
        88.6        0.47      0.7404      0.0714      0.0453       2.609       7.829       8.175                                                                          
        93.5        0.49      0.7597      0.0657      0.0428       2.467       7.405       7.517                                                                          
        98.4        0.52      0.7746      0.0598      0.0402       2.317       6.953       6.837                                                                          
       103.4        0.55      0.7855      0.0537      0.0374       2.158       6.476       6.149                                                                          
       108.3        0.57      0.7904      0.0475      0.0344       1.985       5.958       5.435                                                                          
       113.2        0.60      0.7873      0.0411      0.0313       1.805       5.416       4.707                                                                          
       118.1        0.63      0.7686      0.0345      0.0281       1.619       4.859       3.951                                                                          
       123.0        0.65      0.7247      0.0279      0.0250       1.443       4.331       3.187                                                                          
       128.0        0.68      0.6443      0.0210      0.0221       1.275       3.826       2.407                                                                          
       132.9        0.70      0.5196      0.0144      0.0195       1.126       3.378       1.650                                                                          
       137.8        0.73      0.3119      0.0070      0.0163       0.937       2.813       0.796                                                                          
       142.7        0.76      0.0539      0.0011      0.0153       0.884       2.654       0.125                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      22000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.1321      0.1087       7.203      20.635      16.595                                                                          
         5.1        0.03      0.0324      0.1320      0.1057       7.008      20.077      16.572                                                                          
        10.3        0.05      0.0666      0.1317      0.1027       6.804      19.491      16.542                                                                          
        15.4        0.08      0.1027      0.1315      0.0996       6.598      18.902      16.508                                                                          
        20.5        0.10      0.1413      0.1311      0.0962       6.378      18.272      16.465                                                                          
        25.7        0.13      0.1825      0.1307      0.0929       6.155      17.633      16.414                                                                          
        30.8        0.16      0.2267      0.1302      0.0894       5.925      16.975      16.354                                                                          
        35.9        0.18      0.2742      0.1297      0.0858       5.689      16.297      16.282                                                                          
        41.1        0.21      0.3238      0.1278      0.0819       5.429      15.552      16.053                                                                          
        46.2        0.23      0.3740      0.1242      0.0775       5.137      14.717      15.599                                                                          
        51.3        0.26      0.4321      0.1201      0.0721       4.778      13.688      15.084                                                                          
        56.5        0.29      0.4879      0.1159      0.0677       4.490      12.863      14.552                                                                          
        61.6        0.31      0.5372      0.1110      0.0643       4.260      12.203      13.933                                                                          
        66.7        0.34      0.5735      0.1055      0.0620       4.111      11.776      13.249                                                                          
