         16x7E(3D)                (16x7E(3D).dat)                              09/10/18                                                                                   
                                                                                                                                                                          
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
        62.0        0.41      0.7630      0.0422      0.0226       1.908      12.023       8.803                                                                          
        65.3        0.43      0.7765      0.0384      0.0213       1.795      11.312       8.009                                                                          
        68.5        0.45      0.7869      0.0345      0.0198       1.671      10.533       7.197                                                                          
        71.8        0.47      0.7933      0.0305      0.0182       1.536       9.682       6.366                                                                          
        75.0        0.50      0.7945      0.0264      0.0165       1.390       8.758       5.517                                                                          
        78.3        0.52      0.7886      0.0223      0.0146       1.231       7.756       4.648                                                                          
        81.6        0.54      0.7718      0.0180      0.0126       1.060       6.678       3.760                                                                          
        84.8        0.56      0.7360      0.0137      0.0104       0.877       5.525       2.852                                                                          
        88.1        0.58      0.6601      0.0092      0.0081       0.685       4.316       1.924                                                                          
        91.4        0.60      0.4823      0.0047      0.0058       0.492       3.098       0.973                                                                          
        94.6        0.62      0.0001      0.0000      0.0038       0.324       2.041       0.000                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      11000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0942      0.0417       4.677      26.797      23.785                                                                          
         3.6        0.02      0.0485      0.0929      0.0413       4.633      26.546      23.466                                                                          
         7.2        0.04      0.0986      0.0913      0.0399       4.479      25.660      23.062                                                                          
        10.8        0.06      0.1496      0.0895      0.0386       4.337      24.849      22.603                                                                          
        14.4        0.09      0.2010      0.0876      0.0375       4.213      24.139      22.122                                                                          
        17.9        0.11      0.2523      0.0856      0.0365       4.100      23.491      21.616                                                                          
        21.5        0.13      0.3030      0.0835      0.0356       3.995      22.891      21.086                                                                          
        25.1        0.15      0.3529      0.0813      0.0347       3.897      22.326      20.529                                                                          
        28.7        0.17      0.4014      0.0789      0.0339       3.802      21.786      19.939                                                                          
        32.3        0.19      0.4479      0.0765      0.0331       3.714      21.278      19.314                                                                          
        35.9        0.22      0.4918      0.0738      0.0323       3.629      20.795      18.653                                                                          
        39.5        0.24      0.5330      0.0711      0.0316       3.546      20.317      17.954                                                                          
        43.1        0.26      0.5715      0.0682      0.0308       3.459      19.819      17.216                                                                          
        46.6        0.28      0.6069      0.0651      0.0300       3.370      19.306      16.439                                                                          
        50.2        0.30      0.6392      0.0618      0.0291       3.272      18.745      15.610                                                                          
        53.8        0.32      0.6686      0.0583      0.0282       3.164      18.129      14.739                                                                          
        57.4        0.34      0.6956      0.0548      0.0271       3.046      17.453      13.839                                                                          
        61.0        0.37      0.7208      0.0511      0.0260       2.915      16.703      12.917                                                                          
        64.6        0.39      0.7434      0.0474      0.0247       2.775      15.898      11.976                                                                          
        68.2        0.41      0.7616      0.0436      0.0234       2.627      15.054      11.006                                                                          
        71.8        0.43      0.7761      0.0396      0.0220       2.470      14.150      10.014                                                                          
        75.4        0.45      0.7875      0.0356      0.0205       2.297      13.160       9.001                                                                          
        78.9        0.47      0.7951      0.0315      0.0188       2.108      12.080       7.963                                                                          
        82.5        0.50      0.7978      0.0273      0.0170       1.904      10.908       6.901                                                                          
        86.1        0.52      0.7938      0.0230      0.0150       1.683       9.642       5.816                                                                          
        89.7        0.54      0.7794      0.0186      0.0129       1.445       8.279       4.707                                                                          
        93.3        0.56      0.7471      0.0142      0.0106       1.191       6.822       3.575                                                                          
        96.9        0.58      0.6759      0.0096      0.0082       0.924       5.295       2.418                                                                          
       100.5        0.60      0.5013      0.0048      0.0058       0.654       3.747       1.224                                                                          
       104.1        0.62     -0.0007      0.0000      0.0037       0.420       2.406      -0.001                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      12000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust                                                                         
       (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf)                                                                         
         0.0        0.00      0.0000      0.0960      0.0418       6.092      31.996      28.866                                                                          
         3.9        0.02      0.0490      0.0960      0.0420       6.127      32.182      28.870                                                                          
         7.8        0.04      0.0983      0.0955      0.0417       6.078      31.920      28.709                                                                          
        11.7        0.06      0.1480      0.0945      0.0411       5.997      31.496      28.414                                                                          
        15.6        0.09      0.1978      0.0932      0.0405       5.902      30.996      28.033                                                                          
        19.5        0.11      0.2469      0.0915      0.0398       5.801      30.468      27.512                                                                          
        23.4        0.13      0.2947      0.0894      0.0391       5.700      29.936      26.890                                                                          
        27.3        0.15      0.3415      0.0872      0.0384       5.594      29.380      26.213                                                                          
        31.2        0.17      0.3869      0.0848      0.0376       5.485      28.810      25.481                                                                          
        35.1        0.19      0.4305      0.0820      0.0368       5.362      28.163      24.640                                                                          
        39.0        0.21      0.4724      0.0790      0.0359       5.232      27.481      23.745                                                                          
        42.9        0.24      0.5125      0.0759      0.0350       5.095      26.757      22.803                                                                          
        46.8        0.26      0.5509      0.0726      0.0339       4.946      25.979      21.811                                                                          
        50.7        0.28      0.5873      0.0691      0.0328       4.786      25.135      20.769                                                                          
        54.7        0.30      0.6220      0.0654      0.0316       4.609      24.209      19.673                                                                          
        58.6        0.32      0.6552      0.0616      0.0303       4.415      23.188      18.525                                                                          
        62.5        0.34      0.6861      0.0577      0.0289       4.214      22.132      17.359                                                                          
        66.4        0.37      0.7134      0.0539      0.0276       4.016      21.095      16.191                                                                          
        70.3        0.39      0.7375      0.0499      0.0262       3.814      20.031      15.010                                                                          
        74.2        0.41      0.7566      0.0459      0.0248       3.610      18.960      13.808                                                                          
        78.1        0.43      0.7723      0.0418      0.0233       3.391      17.810      12.579                                                                          
        82.0        0.45      0.7852      0.0377      0.0216       3.153      16.559      11.324                                                                          
        85.9        0.47      0.7945      0.0334      0.0198       2.893      15.193      10.036                                                                          
        89.8        0.49      0.7993      0.0290      0.0179       2.611      13.713       8.716                                                                          
        93.7        0.52      0.7981      0.0245      0.0158       2.310      12.131       7.378                                                                          
        97.6        0.54      0.7872      0.0199      0.0136       1.978      10.387       5.982                                                                          
       101.5        0.56      0.7600      0.0152      0.0112       1.625       8.536       4.564                                                                          
       105.4        0.58      0.6969      0.0104      0.0086       1.257       6.604       3.118                                                                          
       109.3        0.60      0.5312      0.0053      0.0060       0.877       4.604       1.597                                                                          
       113.2        0.62      0.0216      0.0001      0.0037       0.541       2.843       0.039                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
